baralho,disciplina,card,vistas,acertos,erros,seq,quase,seq_quase,ultima,ultima_rodada
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,53eae418ca,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,108e4d818e,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,757232a763,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,0c69d837d8,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,5e54cca451,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,d4675045a2,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,c05ec7fd21,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,6e87da6bfe,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,662cf3b90c,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,f9933635ad,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,fbca3cc54d,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,4110810c22,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,c9600bd1a6,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,31802a624f,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,8ef6ed528b,4,0,4,0,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,a92f3140c9,4,1,3,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,579de3e20d,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,186bae0490,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,8077e20078,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,3aeef0c6ae,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,146ffa4f7f,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,bd89a585fd,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,e66dbd8ea2,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,a6febd233a,4,1,3,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,de8272c779,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,b29b0e2a00,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,e947fd2691,1,1,0,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,59cd3e5dfa,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,15c6621b04,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,4702c02c29,2,1,1,1,0,0,2026-08-28,2026-08-28
revisao-cumulativa-meta-16-n13,Legislação de Trânsito,714566ee7a,2,1,1,1,0,0,2026-08-28,2026-08-28
aula-16-legislacao-de-transito,Legislação de Trânsito,d91324c89b,1,0,1,0,0,0,2026-08-28,
teste-3,Direito Constitucional,72d049eb16,4,1,3,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,c6f5c9f0da,2,1,1,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,0b12c78595,1,1,0,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,619cc1c542,1,1,0,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,0d26d8e2aa,1,1,0,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,5864e6a837,1,1,0,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,692a8e4762,3,1,2,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,acd190f3a7,1,1,0,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,062c69e2b7,4,1,3,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,edd43c5f3d,3,1,2,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,e40becd3c6,2,1,1,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,cc4148a2ab,1,1,0,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,2645009d82,1,1,0,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,3d41dbb924,2,1,1,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,702d4feefa,1,1,0,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,225a49aa37,1,1,0,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,8751fec8df,1,1,0,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,ea92590927,1,1,0,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,aeb1e2954d,3,1,2,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,d1b2597f3f,3,1,2,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,2f213c8860,2,1,1,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,b80430eb53,3,1,2,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,8d8b171bf4,2,1,1,1,0,0,2026-08-29,2026-08-29
teste-3,Direito Constitucional,46e1505593,2,1,1,1,0,0,2026-08-29,2026-08-29
aula-09-lingua-portuguesa,Língua Portuguesa,d3b2a41a75,1,0,1,0,0,0,2026-09-01,
aula-09-lingua-portuguesa,Língua Portuguesa,c73edf1063,1,1,0,1,1,1,2026-09-01,
aula-09-lingua-portuguesa,Língua Portuguesa,1e30aee9a5,1,1,0,1,1,1,2026-09-01,
aula-03-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,322789a64a,3,1,2,0,0,0,2026-09-02,2026-09-02
aula-03-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,f101150859,2,1,1,1,0,0,2026-09-02,2026-09-02
aula-02-direito-processual-penal,Direito Processual Penal,766bc89fe8,1,0,1,0,0,0,2026-09-04,
revisao-lingua-portuguesa,Língua Portuguesa,b4954a8118,2,1,1,1,0,0,2026-09-04,2026-09-04
revisao-lingua-portuguesa,Língua Portuguesa,70b54584e5,1,1,0,1,0,0,2026-09-04,2026-09-04
revisao-lingua-portuguesa,Língua Portuguesa,f983272429,2,1,1,1,0,0,2026-09-04,2026-09-04
revisao-lingua-portuguesa,Língua Portuguesa,bd93b5edfe,1,1,0,1,0,0,2026-09-04,2026-09-04
revisao-lingua-portuguesa,Língua Portuguesa,7de80d8404,2,1,1,1,0,0,2026-09-04,2026-09-04
revisao-lingua-portuguesa,Língua Portuguesa,2a102bfc01,1,1,0,1,0,0,2026-09-04,2026-09-04
meta-3-revisao-ativa,Legislação Especial,a9b45c8740,4,1,3,1,0,0,2026-09-06,2026-09-06
meta-3-revisao-ativa,Legislação Especial,51c4b07724,1,1,0,1,0,0,2026-09-06,2026-09-06
meta-3-revisao-ativa,Legislação Especial,ceef4a3f2b,3,1,2,1,0,0,2026-09-06,2026-09-06
meta-3-revisao-ativa,Legislação Especial,44a675d103,3,1,2,1,0,0,2026-09-06,2026-09-06
meta-3-revisao-ativa,Legislação Especial,e68293629c,2,0,2,0,0,0,2026-09-06,2026-09-06
meta-3-revisao-ativa,Legislação Especial,8abbbe5ec5,2,1,1,1,0,0,2026-09-06,2026-09-06
meta-3-revisao-ativa,Legislação Especial,a4d209951e,2,1,1,1,0,0,2026-09-06,2026-09-06
meta-3-revisao-ativa,Legislação Especial,648091ce38,2,1,1,1,0,0,2026-09-06,2026-09-06
meta-3-revisao-ativa,Legislação Especial,9bf53f0a07,1,1,0,1,0,0,2026-09-06,2026-09-06
meta-3-revisao-ativa,Legislação Especial,36a89a79c2,1,1,0,1,0,0,2026-09-06,2026-09-06
aula-09-direito-administrativo,Direito Administrativo,3eab3e144f,1,0,1,0,0,0,2026-09-07,
aula-09-direito-administrativo,Direito Administrativo,6de1524bfe,1,0,1,0,0,0,2026-09-07,
aula-09-responsabilidade-civil-e-regresso,Direito Administrativo,fd99c4292c,1,0,1,0,0,0,2026-09-07,
aula-09-responsabilidade-civil-e-regresso,Direito Administrativo,5cd1f3980f,1,0,1,0,0,0,2026-09-07,
infracoes-gravidade-11,Legislação de Trânsito,bd13306a9c,1,0,1,0,0,0,2026-09-08,
aula-13-deveres-proibicoes-e-acumulacao,Direito Administrativo,ad2b9375ee,1,1,0,1,0,0,2026-09-11,
aula-13-deveres-proibicoes-e-acumulacao,Direito Administrativo,41336ab90c,1,0,1,0,0,0,2026-09-11,
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,fb6c2cfa52,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,47edd711ad,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,a6358b4cf3,2,1,1,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,6952b6e9f2,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,022498654c,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,5f9234783a,3,1,2,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,072242631f,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,945e979c35,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,2c5f53590e,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,49d42aa4df,1,1,0,1,1,1,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,e694049397,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,76ce526fa8,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,38c59eba8c,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,ed5e7bf4fc,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,b7e0e8725d,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,343d8780fb,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,3420feb116,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,a02a0df761,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,1234cd8eca,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,1db4a32d81,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,25cb73b9b7,1,1,0,1,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,1828555498,1,0,1,0,0,0,2026-09-12,2026-09-12
aula-04-direitos-humanos-e-cidadania,Direitos Humanos e Cidadania,6ce9bef90a,1,1,0,1,0,0,2026-09-12,2026-09-12
